Ind1Name,Dim1Name,Dim1Value,Dim2Name,Dim2Value,Date ,Count
Respiratory,Borough,Queens,Age Group,All age groups,6/27/19,219
Respiratory,Borough,Queens,Age Group,All age groups,6/28/19,189
Respiratory,Borough,Queens,Age Group,All age groups,6/29/19,205
Respiratory,Borough,Queens,Age Group,All age groups,6/30/19,178
Respiratory,Borough,Queens,Age Group,All age groups,7/1/19,211
Respiratory,Borough,Queens,Age Group,All age groups,7/2/19,198
Respiratory,Borough,Queens,Age Group,All age groups,7/3/19,187
Respiratory,Borough,Queens,Age Group,All age groups,7/4/19,144
Respiratory,Borough,Queens,Age Group,All age groups,7/5/19,214
Respiratory,Borough,Queens,Age Group,All age groups,7/6/19,192
Respiratory,Borough,Queens,Age Group,All age groups,7/7/19,206
Respiratory,Borough,Queens,Age Group,All age groups,7/8/19,219
Respiratory,Borough,Queens,Age Group,All age groups,7/9/19,198
Respiratory,Borough,Queens,Age Group,All age groups,7/10/19,184
Respiratory,Borough,Queens,Age Group,All age groups,7/11/19,171
Respiratory,Borough,Queens,Age Group,All age groups,7/12/19,170
Respiratory,Borough,Queens,Age Group,All age groups,7/13/19,154
Respiratory,Borough,Queens,Age Group,All age groups,7/14/19,145
Respiratory,Borough,Queens,Age Group,All age groups,7/15/19,191
Respiratory,Borough,Queens,Age Group,All age groups,7/16/19,165
Respiratory,Borough,Queens,Age Group,All age groups,7/17/19,175
Respiratory,Borough,Queens,Age Group,All age groups,7/18/19,159
Respiratory,Borough,Queens,Age Group,All age groups,7/19/19,167
Respiratory,Borough,Queens,Age Group,All age groups,7/20/19,134
Respiratory,Borough,Queens,Age Group,All age groups,7/21/19,151
Respiratory,Borough,Queens,Age Group,All age groups,7/22/19,206
Respiratory,Borough,Queens,Age Group,All age groups,7/23/19,175
Respiratory,Borough,Queens,Age Group,All age groups,7/24/19,182
Respiratory,Borough,Queens,Age Group,All age groups,7/25/19,179
Respiratory,Borough,Queens,Age Group,All age groups,7/26/19,136
Respiratory,Borough,Queens,Age Group,All age groups,7/27/19,143
Respiratory,Borough,Queens,Age Group,All age groups,7/28/19,158
Respiratory,Borough,Queens,Age Group,All age groups,7/29/19,198
Respiratory,Borough,Queens,Age Group,All age groups,7/30/19,159
Respiratory,Borough,Queens,Age Group,All age groups,8/7/19,151
Respiratory,Borough,Queens,Age Group,All age groups,8/8/19,184
Respiratory,Borough,Queens,Age Group,All age groups,8/9/19,138
Respiratory,Borough,Queens,Age Group,All age groups,8/10/19,146
Respiratory,Borough,Queens,Age Group,All age groups,8/11/19,139
Respiratory,Borough,Queens,Age Group,All age groups,8/12/19,174
Respiratory,Borough,Queens,Age Group,All age groups,8/13/19,182
Respiratory,Borough,Queens,Age Group,All age groups,8/14/19,171
Respiratory,Borough,Queens,Age Group,All age groups,8/15/19,175
Respiratory,Borough,Queens,Age Group,All age groups,8/16/19,139
Respiratory,Borough,Queens,Age Group,All age groups,8/17/19,170
Respiratory,Borough,Queens,Age Group,All age groups,8/18/19,152
Respiratory,Borough,Queens,Age Group,All age groups,8/19/19,195
Respiratory,Borough,Queens,Age Group,All age groups,8/20/19,192
Respiratory,Borough,Queens,Age Group,All age groups,8/21/19,148
Respiratory,Borough,Queens,Age Group,All age groups,8/22/19,161
Respiratory,Borough,Queens,Age Group,All age groups,8/23/19,158
Respiratory,Borough,Queens,Age Group,All age groups,8/24/19,180
Respiratory,Borough,Queens,Age Group,All age groups,8/25/19,169
Respiratory,Borough,Queens,Age Group,All age groups,8/26/19,180
Respiratory,Borough,Queens,Age Group,All age groups,8/27/19,176
Respiratory,Borough,Queens,Age Group,All age groups,8/28/19,181
Respiratory,Borough,Queens,Age Group,All age groups,8/29/19,187
Respiratory,Borough,Queens,Age Group,All age groups,8/30/19,169
Respiratory,Borough,Queens,Age Group,All age groups,8/31/19,153
Respiratory,Borough,Queens,Age Group,All age groups,9/1/19,153
Respiratory,Borough,Queens,Age Group,All age groups,9/2/19,210
Respiratory,Borough,Queens,Age Group,All age groups,9/3/19,217
Respiratory,Borough,Queens,Age Group,All age groups,9/4/19,166
Respiratory,Borough,Queens,Age Group,All age groups,9/5/19,160
Respiratory,Borough,Queens,Age Group,All age groups,9/6/19,167
Respiratory,Borough,Queens,Age Group,All age groups,9/7/19,160
Respiratory,Borough,Queens,Age Group,All age groups,9/8/19,192
Respiratory,Borough,Queens,Age Group,All age groups,9/9/19,232
Respiratory,Borough,Queens,Age Group,All age groups,9/10/19,190
Respiratory,Borough,Queens,Age Group,All age groups,9/11/19,180
Respiratory,Borough,Queens,Age Group,All age groups,9/12/19,212
Respiratory,Borough,Queens,Age Group,All age groups,9/13/19,170
Respiratory,Borough,Queens,Age Group,All age groups,9/14/19,208
Respiratory,Borough,Queens,Age Group,All age groups,9/15/19,220
Respiratory,Borough,Queens,Age Group,All age groups,9/16/19,273
Respiratory,Borough,Queens,Age Group,All age groups,9/17/19,282
Respiratory,Borough,Queens,Age Group,All age groups,9/18/19,231
Respiratory,Borough,Queens,Age Group,All age groups,9/19/19,255
Respiratory,Borough,Queens,Age Group,All age groups,9/20/19,224
Respiratory,Borough,Queens,Age Group,All age groups,9/21/19,211
Respiratory,Borough,Queens,Age Group,All age groups,9/22/19,263
Respiratory,Borough,Queens,Age Group,All age groups,9/23/19,342
Respiratory,Borough,Queens,Age Group,All age groups,9/24/19,249
Respiratory,Borough,Queens,Age Group,All age groups,9/25/19,237
Respiratory,Borough,Queens,Age Group,All age groups,9/26/19,257
Respiratory,Borough,Queens,Age Group,All age groups,9/27/19,247
Respiratory,Borough,Queens,Age Group,All age groups,9/28/19,234
Respiratory,Borough,Queens,Age Group,All age groups,9/29/19,225
Respiratory,Borough,Queens,Age Group,All age groups,9/30/19,238
Respiratory,Borough,Queens,Age Group,All age groups,10/1/19,251
Respiratory,Borough,Queens,Age Group,All age groups,10/2/19,214
Respiratory,Borough,Queens,Age Group,All age groups,10/3/19,175
Respiratory,Borough,Queens,Age Group,All age groups,10/4/19,185
Respiratory,Borough,Queens,Age Group,All age groups,10/5/19,198
Respiratory,Borough,Queens,Age Group,All age groups,10/6/19,197
Respiratory,Borough,Queens,Age Group,All age groups,10/7/19,257
Respiratory,Borough,Queens,Age Group,All age groups,10/8/19,221
Respiratory,Borough,Queens,Age Group,All age groups,10/9/19,213
Respiratory,Borough,Queens,Age Group,All age groups,10/10/19,165
Respiratory,Borough,Queens,Age Group,All age groups,10/11/19,207
Respiratory,Borough,Queens,Age Group,All age groups,10/12/19,190
Respiratory,Borough,Queens,Age Group,All age groups,10/13/19,197
Respiratory,Borough,Queens,Age Group,All age groups,10/14/19,265
Respiratory,Borough,Queens,Age Group,All age groups,10/15/19,222
Respiratory,Borough,Queens,Age Group,All age groups,10/16/19,223
Respiratory,Borough,Queens,Age Group,All age groups,10/17/19,188
Respiratory,Borough,Queens,Age Group,All age groups,10/18/19,215
Respiratory,Borough,Queens,Age Group,All age groups,10/19/19,204
Respiratory,Borough,Queens,Age Group,All age groups,10/20/19,194
Respiratory,Borough,Queens,Age Group,All age groups,10/21/19,253
Respiratory,Borough,Queens,Age Group,All age groups,10/22/19,259
Respiratory,Borough,Queens,Age Group,All age groups,10/23/19,269
Respiratory,Borough,Queens,Age Group,All age groups,10/24/19,202
Respiratory,Borough,Queens,Age Group,All age groups,10/25/19,226
Respiratory,Borough,Queens,Age Group,All age groups,10/26/19,226
Respiratory,Borough,Queens,Age Group,All age groups,10/27/19,223
Respiratory,Borough,Queens,Age Group,All age groups,10/28/19,290
Respiratory,Borough,Queens,Age Group,All age groups,10/29/19,229
Respiratory,Borough,Queens,Age Group,All age groups,10/30/19,238
Respiratory,Borough,Queens,Age Group,All age groups,10/31/19,237
Respiratory,Borough,Queens,Age Group,All age groups,11/1/19,209
Respiratory,Borough,Queens,Age Group,All age groups,11/2/19,224
Respiratory,Borough,Queens,Age Group,All age groups,11/3/19,260
Respiratory,Borough,Queens,Age Group,All age groups,11/4/19,256
Respiratory,Borough,Queens,Age Group,All age groups,11/5/19,237
Respiratory,Borough,Queens,Age Group,All age groups,11/6/19,302
Respiratory,Borough,Queens,Age Group,All age groups,11/7/19,233
Respiratory,Borough,Queens,Age Group,All age groups,11/8/19,262
Respiratory,Borough,Queens,Age Group,All age groups,11/9/19,212
Respiratory,Borough,Queens,Age Group,All age groups,11/10/19,244
Respiratory,Borough,Queens,Age Group,All age groups,11/11/19,325
Respiratory,Borough,Queens,Age Group,All age groups,11/12/19,304
Respiratory,Borough,Queens,Age Group,All age groups,11/13/19,278
Respiratory,Borough,Queens,Age Group,All age groups,11/14/19,307
Respiratory,Borough,Queens,Age Group,All age groups,11/15/19,289
Respiratory,Borough,Queens,Age Group,All age groups,11/16/19,260
Respiratory,Borough,Queens,Age Group,All age groups,11/17/19,274
Respiratory,Borough,Queens,Age Group,All age groups,11/18/19,298
Respiratory,Borough,Queens,Age Group,All age groups,11/19/19,295
Respiratory,Borough,Queens,Age Group,All age groups,11/20/19,301
Respiratory,Borough,Queens,Age Group,All age groups,11/21/19,305
Respiratory,Borough,Queens,Age Group,All age groups,11/22/19,271
Respiratory,Borough,Queens,Age Group,All age groups,11/23/19,263
Respiratory,Borough,Queens,Age Group,All age groups,11/24/19,302
Respiratory,Borough,Queens,Age Group,All age groups,11/25/19,357
Respiratory,Borough,Queens,Age Group,All age groups,11/26/19,328
Respiratory,Borough,Queens,Age Group,All age groups,11/27/19,284
Respiratory,Borough,Queens,Age Group,All age groups,11/28/19,255
Respiratory,Borough,Queens,Age Group,All age groups,11/29/19,322
Respiratory,Borough,Queens,Age Group,All age groups,11/30/19,315
Respiratory,Borough,Queens,Age Group,All age groups,12/1/19,298
Respiratory,Borough,Queens,Age Group,All age groups,12/2/19,331
Respiratory,Borough,Queens,Age Group,All age groups,12/3/19,351
Respiratory,Borough,Queens,Age Group,All age groups,12/4/19,340
Respiratory,Borough,Queens,Age Group,All age groups,12/5/19,306
Respiratory,Borough,Queens,Age Group,All age groups,12/6/19,305
Respiratory,Borough,Queens,Age Group,All age groups,12/7/19,286
Respiratory,Borough,Queens,Age Group,All age groups,12/8/19,269
Respiratory,Borough,Queens,Age Group,All age groups,12/9/19,377
Respiratory,Borough,Queens,Age Group,All age groups,12/10/19,333
Respiratory,Borough,Queens,Age Group,All age groups,12/11/19,344
Respiratory,Borough,Queens,Age Group,All age groups,12/12/19,318
Respiratory,Borough,Queens,Age Group,All age groups,12/13/19,261
Respiratory,Borough,Queens,Age Group,All age groups,12/14/19,329
Respiratory,Borough,Queens,Age Group,All age groups,12/15/19,358
Respiratory,Borough,Queens,Age Group,All age groups,12/16/19,430
Respiratory,Borough,Queens,Age Group,All age groups,12/17/19,351
Respiratory,Borough,Queens,Age Group,All age groups,12/18/19,332
Respiratory,Borough,Queens,Age Group,All age groups,12/19/19,284
Respiratory,Borough,Queens,Age Group,All age groups,12/20/19,351
Respiratory,Borough,Queens,Age Group,All age groups,12/21/19,373
Respiratory,Borough,Queens,Age Group,All age groups,12/22/19,379
Respiratory,Borough,Queens,Age Group,All age groups,12/23/19,419
Respiratory,Borough,Queens,Age Group,All age groups,12/24/19,382
Respiratory,Borough,Queens,Age Group,All age groups,12/25/19,424
Respiratory,Borough,Queens,Age Group,All age groups,12/26/19,492
Respiratory,Borough,Queens,Age Group,All age groups,12/27/19,490
Respiratory,Borough,Queens,Age Group,All age groups,12/28/19,467
Respiratory,Borough,Queens,Age Group,All age groups,12/29/19,480
Respiratory,Borough,Queens,Age Group,All age groups,12/30/19,458
Respiratory,Borough,Queens,Age Group,All age groups,12/31/19,365
Respiratory,Borough,Queens,Age Group,All age groups,1/1/20,436
Respiratory,Borough,Queens,Age Group,All age groups,1/2/20,540
Respiratory,Borough,Queens,Age Group,All age groups,1/3/20,450
Respiratory,Borough,Queens,Age Group,All age groups,1/4/20,469
Respiratory,Borough,Queens,Age Group,All age groups,1/5/20,414
Respiratory,Borough,Queens,Age Group,All age groups,1/6/20,459
Respiratory,Borough,Queens,Age Group,All age groups,1/7/20,409
Respiratory,Borough,Queens,Age Group,All age groups,1/8/20,421
Respiratory,Borough,Queens,Age Group,All age groups,1/9/20,412
Respiratory,Borough,Queens,Age Group,All age groups,1/10/20,414
Respiratory,Borough,Queens,Age Group,All age groups,1/11/20,393
Respiratory,Borough,Queens,Age Group,All age groups,1/12/20,427
Respiratory,Borough,Queens,Age Group,All age groups,1/13/20,452
Respiratory,Borough,Queens,Age Group,All age groups,1/14/20,448
Respiratory,Borough,Queens,Age Group,All age groups,1/15/20,436
Respiratory,Borough,Queens,Age Group,All age groups,1/16/20,399
Respiratory,Borough,Queens,Age Group,All age groups,1/17/20,343
Respiratory,Borough,Queens,Age Group,All age groups,1/18/20,328
Respiratory,Borough,Queens,Age Group,All age groups,1/19/20,375
Respiratory,Borough,Queens,Age Group,All age groups,1/20/20,468
Respiratory,Borough,Queens,Age Group,All age groups,1/21/20,474
Respiratory,Borough,Queens,Age Group,All age groups,1/22/20,440
Respiratory,Borough,Queens,Age Group,All age groups,1/23/20,401
Respiratory,Borough,Queens,Age Group,All age groups,1/24/20,363
Respiratory,Borough,Queens,Age Group,All age groups,1/25/20,381
Respiratory,Borough,Queens,Age Group,All age groups,1/26/20,406
Respiratory,Borough,Queens,Age Group,All age groups,1/27/20,508
Respiratory,Borough,Queens,Age Group,All age groups,1/28/20,482
Respiratory,Borough,Queens,Age Group,All age groups,1/29/20,455
Respiratory,Borough,Queens,Age Group,All age groups,1/30/20,400
Respiratory,Borough,Queens,Age Group,All age groups,1/31/20,417
Respiratory,Borough,Queens,Age Group,All age groups,2/1/20,395
Respiratory,Borough,Queens,Age Group,All age groups,2/2/20,406
Respiratory,Borough,Queens,Age Group,All age groups,2/3/20,489
Respiratory,Borough,Queens,Age Group,All age groups,2/4/20,457
Respiratory,Borough,Queens,Age Group,All age groups,2/5/20,434
Respiratory,Borough,Queens,Age Group,All age groups,2/6/20,364
Respiratory,Borough,Queens,Age Group,All age groups,2/7/20,386
Respiratory,Borough,Queens,Age Group,All age groups,2/8/20,334
Respiratory,Borough,Queens,Age Group,All age groups,2/9/20,403
Respiratory,Borough,Queens,Age Group,All age groups,2/10/20,410
Respiratory,Borough,Queens,Age Group,All age groups,2/11/20,403
Respiratory,Borough,Queens,Age Group,All age groups,2/12/20,342
Respiratory,Borough,Queens,Age Group,All age groups,2/13/20,335
Respiratory,Borough,Queens,Age Group,All age groups,2/14/20,268
Respiratory,Borough,Queens,Age Group,All age groups,2/15/20,270
Respiratory,Borough,Queens,Age Group,All age groups,2/16/20,282
Respiratory,Borough,Queens,Age Group,All age groups,2/17/20,365
Respiratory,Borough,Queens,Age Group,All age groups,2/18/20,314
Respiratory,Borough,Queens,Age Group,All age groups,2/19/20,286
Respiratory,Borough,Queens,Age Group,All age groups,2/20/20,276
Respiratory,Borough,Queens,Age Group,All age groups,2/21/20,291
Respiratory,Borough,Queens,Age Group,All age groups,2/22/20,246
Respiratory,Borough,Queens,Age Group,All age groups,2/23/20,250
Respiratory,Borough,Queens,Age Group,All age groups,2/24/20,326
Respiratory,Borough,Queens,Age Group,All age groups,2/25/20,311
Respiratory,Borough,Queens,Age Group,All age groups,2/26/20,306
Respiratory,Borough,Queens,Age Group,All age groups,2/27/20,278
Respiratory,Borough,Queens,Age Group,All age groups,2/28/20,292
Respiratory,Borough,Queens,Age Group,All age groups,2/29/20,263
Respiratory,Borough,Queens,Age Group,All age groups,3/1/20,278
Respiratory,Borough,Queens,Age Group,All age groups,3/2/20,356
Respiratory,Borough,Queens,Age Group,All age groups,3/3/20,334
Respiratory,Borough,Queens,Age Group,All age groups,3/4/20,337
Respiratory,Borough,Queens,Age Group,All age groups,3/5/20,379
Respiratory,Borough,Queens,Age Group,All age groups,3/6/20,310
Respiratory,Borough,Queens,Age Group,All age groups,3/7/20,306
Respiratory,Borough,Queens,Age Group,All age groups,3/8/20,312
Respiratory,Borough,Queens,Age Group,All age groups,3/9/20,512
Respiratory,Borough,Queens,Age Group,All age groups,3/10/20,505
Respiratory,Borough,Queens,Age Group,All age groups,3/11/20,522
Respiratory,Borough,Queens,Age Group,All age groups,3/12/20,718
Respiratory,Borough,Queens,Age Group,All age groups,3/13/20,597
Respiratory,Borough,Queens,Age Group,All age groups,3/14/20,565
Respiratory,Borough,Queens,Age Group,All age groups,3/15/20,670
Respiratory,Borough,Queens,Age Group,All age groups,3/16/20,853
Respiratory,Borough,Queens,Age Group,All age groups,3/17/20,837
Respiratory,Borough,Queens,Age Group,All age groups,3/18/20,944
Respiratory,Borough,Queens,Age Group,All age groups,3/19/20,861
Respiratory,Borough,Queens,Age Group,All age groups,3/20/20,"1,018"
Respiratory,Borough,Queens,Age Group,All age groups,3/21/20,790
Respiratory,Borough,Queens,Age Group,All age groups,3/22/20,862
Respiratory,Borough,Queens,Age Group,All age groups,3/23/20,"1,008"
Respiratory,Borough,Queens,Age Group,All age groups,3/24/20,"1,056"
Respiratory,Borough,Queens,Age Group,All age groups,3/25/20,"1,086"
Respiratory,Borough,Queens,Age Group,All age groups,3/26/20,969
Respiratory,Borough,Queens,Age Group,All age groups,3/27/20,"1,034"
Respiratory,Borough,Queens,Age Group,All age groups,3/28/20,890
Respiratory,Borough,Queens,Age Group,All age groups,3/29/20,982
Respiratory,Borough,Queens,Age Group,All age groups,3/30/20,"1,095"
Respiratory,Borough,Queens,Age Group,All age groups,3/31/20,950
Respiratory,Borough,Queens,Age Group,All age groups,4/1/20,882
Respiratory,Borough,Queens,Age Group,All age groups,4/2/20,750
Respiratory,Borough,Queens,Age Group,All age groups,4/3/20,770
Respiratory,Borough,Queens,Age Group,All age groups,4/4/20,722
Respiratory,Borough,Queens,Age Group,All age groups,4/5/20,657
Respiratory,Borough,Queens,Age Group,All age groups,4/6/20,735
Respiratory,Borough,Queens,Age Group,All age groups,4/7/20,697
Respiratory,Borough,Queens,Age Group,All age groups,4/8/20,671
Respiratory,Borough,Queens,Age Group,All age groups,4/9/20,568
Respiratory,Borough,Queens,Age Group,All age groups,4/10/20,554
Respiratory,Borough,Queens,Age Group,All age groups,4/11/20,483
Respiratory,Borough,Queens,Age Group,All age groups,4/12/20,407
Respiratory,Borough,Queens,Age Group,All age groups,4/13/20,454
Respiratory,Borough,Queens,Age Group,All age groups,4/14/20,424
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/1/16,154
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/2/16,163
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/3/16,158
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/4/16,113
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/5/16,83
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/6/16,90
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/7/16,97
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/8/16,74
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/9/16,84
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/10/16,98
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/11/16,104
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/12/16,63
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/13/16,66
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/14/16,68
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/15/16,62
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/16/16,75
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/17/16,86
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/18/16,88
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/19/16,67
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/20/16,72
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/21/16,78
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/22/16,66
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/23/16,31
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/24/16,70
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/25/16,90
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/26/16,70
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/27/16,75
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/28/16,63
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/29/16,64
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/30/16,63
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,1/31/16,65
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/1/16,65
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/2/16,67
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/3/16,76
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/4/16,71
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/5/16,69
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/6/16,74
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/7/16,85
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/8/16,67
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/9/16,84
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/10/16,63
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/11/16,57
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/12/16,52
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/13/16,67
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/14/16,68
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/15/16,83
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/16/16,82
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/17/16,62
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/18/16,64
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/19/16,64
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/20/16,73
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/21/16,90
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/22/16,92
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/23/16,68
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/24/16,59
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/25/16,81
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/26/16,55
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/27/16,84
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/28/16,83
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,2/29/16,61
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/1/16,81
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/2/16,58
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/3/16,65
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/4/16,60
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/5/16,60
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/6/16,87
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/7/16,86
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/8/16,77
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/9/16,64
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/10/16,86
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/11/16,58
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/12/16,72
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/13/16,79
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/14/16,86
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/15/16,61
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/16/16,54
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/17/16,66
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/18/16,65
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/19/16,61
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/20/16,70
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/21/16,55
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/22/16,55
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/23/16,59
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/24/16,47
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/25/16,55
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/26/16,65
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/27/16,72
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/28/16,60
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/29/16,45
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/30/16,58
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,3/31/16,45
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/1/16,55
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/2/16,40
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/3/16,57
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/4/16,36
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/5/16,39
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/6/16,49
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/7/16,47
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/8/16,39
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/9/16,46
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/10/16,47
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/11/16,45
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/12/16,29
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/13/16,29
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/14/16,30
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/15/16,21
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/16/16,35
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/17/16,38
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/18/16,32
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/19/16,36
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/20/16,30
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/21/16,39
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/22/16,41
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/23/16,36
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/24/16,45
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/25/16,32
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/26/16,35
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/27/16,29
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/28/16,31
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/29/16,34
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,4/30/16,41
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,5/1/16,36
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,5/2/16,44
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,5/3/16,29
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,5/4/16,23
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,5/5/16,22
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,5/6/16,31
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,5/7/16,24
Respiratory,Borough,Queens,Age Group,Ages 0-4 years,5/8/16,36
